# An edibble: 2,400 x 5
       participant   block    trial     selection       interface
           <U(12)> <U(60)> <U(240)>      <U(~2k)>          <T(4)>
             <chr>   <chr>    <chr>         <chr>           <chr>
 542 participant03 block14 trial055 selection0542 mouseringsingle
 543 participant03 block14 trial055 selection0543 mouseringsingle
 544 participant03 block14 trial055 selection0544 mouseringsingle
 545 participant03 block14 trial055 selection0545 mouseringsingle
 546 participant03 block14 trial055 selection0546 mouseringsingle
 547 participant03 block14 trial055 selection0547 mouseringsingle
 548 participant03 block14 trial055 selection0548 mouseringsingle
 549 participant03 block14 trial055 selection0549 mouseringsingle
 550 participant03 block14 trial055 selection0550 mouseringsingle
 551 participant03 block14 trial056 selection0551        airmouse
 552 participant03 block14 trial056 selection0552        airmouse
 553 participant03 block14 trial056 selection0553        airmouse
 554 participant03 block14 trial056 selection0554        airmouse
 555 participant03 block14 trial056 selection0555        airmouse
 556 participant03 block14 trial056 selection0556        airmouse
 557 participant03 block14 trial056 selection0557        airmouse
 558 participant03 block14 trial056 selection0558        airmouse
 559 participant03 block14 trial056 selection0559        airmouse
 560 participant03 block14 trial056 selection0560        airmouse
 561 participant03 block15 trial057 selection0561 mouseringdouble
 562 participant03 block15 trial057 selection0562 mouseringdouble
 563 participant03 block15 trial057 selection0563 mouseringdouble
 564 participant03 block15 trial057 selection0564 mouseringdouble
 565 participant03 block15 trial057 selection0565 mouseringdouble
 566 participant03 block15 trial057 selection0566 mouseringdouble
 567 participant03 block15 trial057 selection0567 mouseringdouble
 568 participant03 block15 trial057 selection0568 mouseringdouble
 569 participant03 block15 trial057 selection0569 mouseringdouble
 570 participant03 block15 trial057 selection0570 mouseringdouble
 571 participant03 block15 trial058 selection0571        touchpad
 572 participant03 block15 trial058 selection0572        touchpad
 573 participant03 block15 trial058 selection0573        touchpad
 574 participant03 block15 trial058 selection0574        touchpad
 575 participant03 block15 trial058 selection0575        touchpad
 576 participant03 block15 trial058 selection0576        touchpad
 577 participant03 block15 trial058 selection0577        touchpad
 578 participant03 block15 trial058 selection0578        touchpad
 579 participant03 block15 trial058 selection0579        touchpad
 580 participant03 block15 trial058 selection0580        touchpad
 581 participant03 block15 trial059 selection0581        airmouse
 582 participant03 block15 trial059 selection0582        airmouse
 583 participant03 block15 trial059 selection0583        airmouse
 584 participant03 block15 trial059 selection0584        airmouse
 585 participant03 block15 trial059 selection0585        airmouse
 586 participant03 block15 trial059 selection0586        airmouse
 587 participant03 block15 trial059 selection0587        airmouse
 588 participant03 block15 trial059 selection0588        airmouse
 589 participant03 block15 trial059 selection0589        airmouse
 590 participant03 block15 trial059 selection0590        airmouse
 591 participant03 block15 trial060 selection0591 mouseringsingle
 592 participant03 block15 trial060 selection0592 mouseringsingle
 593 participant03 block15 trial060 selection0593 mouseringsingle
 594 participant03 block15 trial060 selection0594 mouseringsingle
 595 participant03 block15 trial060 selection0595 mouseringsingle
 596 participant03 block15 trial060 selection0596 mouseringsingle
 597 participant03 block15 trial060 selection0597 mouseringsingle
 598 participant03 block15 trial060 selection0598 mouseringsingle
 599 participant03 block15 trial060 selection0599 mouseringsingle
 600 participant03 block15 trial060 selection0600 mouseringsingle
 601 participant04 block16 trial061 selection0601 mouseringdouble
 602 participant04 block16 trial061 selection0602 mouseringdouble
 603 participant04 block16 trial061 selection0603 mouseringdouble
 604 participant04 block16 trial061 selection0604 mouseringdouble
 605 participant04 block16 trial061 selection0605 mouseringdouble
 606 participant04 block16 trial061 selection0606 mouseringdouble
 607 participant04 block16 trial061 selection0607 mouseringdouble
 608 participant04 block16 trial061 selection0608 mouseringdouble
 609 participant04 block16 trial061 selection0609 mouseringdouble
 610 participant04 block16 trial061 selection0610 mouseringdouble
 611 participant04 block16 trial062 selection0611 mouseringsingle
 612 participant04 block16 trial062 selection0612 mouseringsingle
 613 participant04 block16 trial062 selection0613 mouseringsingle
 614 participant04 block16 trial062 selection0614 mouseringsingle
 615 participant04 block16 trial062 selection0615 mouseringsingle
 616 participant04 block16 trial062 selection0616 mouseringsingle
 617 participant04 block16 trial062 selection0617 mouseringsingle
 618 participant04 block16 trial062 selection0618 mouseringsingle
 619 participant04 block16 trial062 selection0619 mouseringsingle
 620 participant04 block16 trial062 selection0620 mouseringsingle
 621 participant04 block16 trial063 selection0621        airmouse
 622 participant04 block16 trial063 selection0622        airmouse
 623 participant04 block16 trial063 selection0623        airmouse
 624 participant04 block16 trial063 selection0624        airmouse
 625 participant04 block16 trial063 selection0625        airmouse
 626 participant04 block16 trial063 selection0626        airmouse
 627 participant04 block16 trial063 selection0627        airmouse
 628 participant04 block16 trial063 selection0628        airmouse
 629 participant04 block16 trial063 selection0629        airmouse
 630 participant04 block16 trial063 selection0630        airmouse
 631 participant04 block16 trial064 selection0631        touchpad
 632 participant04 block16 trial064 selection0632        touchpad
 633 participant04 block16 trial064 selection0633        touchpad
 634 participant04 block16 trial064 selection0634        touchpad
 635 participant04 block16 trial064 selection0635        touchpad
 636 participant04 block16 trial064 selection0636        touchpad
 637 participant04 block16 trial064 selection0637        touchpad
 638 participant04 block16 trial064 selection0638        touchpad
 639 participant04 block16 trial064 selection0639        touchpad
 640 participant04 block16 trial064 selection0640        touchpad
 641 participant04 block17 trial065 selection0641 mouseringdouble
 642 participant04 block17 trial065 selection0642 mouseringdouble
 643 participant04 block17 trial065 selection0643 mouseringdouble
 644 participant04 block17 trial065 selection0644 mouseringdouble
 645 participant04 block17 trial065 selection0645 mouseringdouble
 646 participant04 block17 trial065 selection0646 mouseringdouble
 647 participant04 block17 trial065 selection0647 mouseringdouble
 648 participant04 block17 trial065 selection0648 mouseringdouble
 649 participant04 block17 trial065 selection0649 mouseringdouble
 650 participant04 block17 trial065 selection0650 mouseringdouble
 651 participant04 block17 trial066 selection0651 mouseringsingle
 652 participant04 block17 trial066 selection0652 mouseringsingle
 653 participant04 block17 trial066 selection0653 mouseringsingle
 654 participant04 block17 trial066 selection0654 mouseringsingle
 655 participant04 block17 trial066 selection0655 mouseringsingle
 656 participant04 block17 trial066 selection0656 mouseringsingle
 657 participant04 block17 trial066 selection0657 mouseringsingle
 658 participant04 block17 trial066 selection0658 mouseringsingle
 659 participant04 block17 trial066 selection0659 mouseringsingle
 660 participant04 block17 trial066 selection0660 mouseringsingle
 661 participant04 block17 trial067 selection0661        airmouse
 662 participant04 block17 trial067 selection0662        airmouse
 663 participant04 block17 trial067 selection0663        airmouse
 664 participant04 block17 trial067 selection0664        airmouse
 665 participant04 block17 trial067 selection0665        airmouse
 666 participant04 block17 trial067 selection0666        airmouse
 667 participant04 block17 trial067 selection0667        airmouse
 668 participant04 block17 trial067 selection0668        airmouse
 669 participant04 block17 trial067 selection0669        airmouse
 670 participant04 block17 trial067 selection0670        airmouse
 671 participant04 block17 trial068 selection0671        touchpad
 672 participant04 block17 trial068 selection0672        touchpad
 673 participant04 block17 trial068 selection0673        touchpad
 674 participant04 block17 trial068 selection0674        touchpad
 675 participant04 block17 trial068 selection0675        touchpad
 676 participant04 block17 trial068 selection0676        touchpad
 677 participant04 block17 trial068 selection0677        touchpad
 678 participant04 block17 trial068 selection0678        touchpad
 679 participant04 block17 trial068 selection0679        touchpad
 680 participant04 block17 trial068 selection0680        touchpad
 681 participant04 block18 trial069 selection0681        airmouse
 682 participant04 block18 trial069 selection0682        airmouse
 683 participant04 block18 trial069 selection0683        airmouse
 684 participant04 block18 trial069 selection0684        airmouse
 685 participant04 block18 trial069 selection0685        airmouse
 686 participant04 block18 trial069 selection0686        airmouse
 687 participant04 block18 trial069 selection0687        airmouse
 688 participant04 block18 trial069 selection0688        airmouse
 689 participant04 block18 trial069 selection0689        airmouse
 690 participant04 block18 trial069 selection0690        airmouse
 691 participant04 block18 trial070 selection0691        touchpad
 692 participant04 block18 trial070 selection0692        touchpad
 693 participant04 block18 trial070 selection0693        touchpad
 694 participant04 block18 trial070 selection0694        touchpad
 695 participant04 block18 trial070 selection0695        touchpad
 696 participant04 block18 trial070 selection0696        touchpad
 697 participant04 block18 trial070 selection0697        touchpad
 698 participant04 block18 trial070 selection0698        touchpad
 699 participant04 block18 trial070 selection0699        touchpad
 700 participant04 block18 trial070 selection0700        touchpad
 701 participant04 block18 trial071 selection0701 mouseringdouble
 702 participant04 block18 trial071 selection0702 mouseringdouble
 703 participant04 block18 trial071 selection0703 mouseringdouble
 704 participant04 block18 trial071 selection0704 mouseringdouble
 705 participant04 block18 trial071 selection0705 mouseringdouble
 706 participant04 block18 trial071 selection0706 mouseringdouble
 707 participant04 block18 trial071 selection0707 mouseringdouble
 708 participant04 block18 trial071 selection0708 mouseringdouble
 709 participant04 block18 trial071 selection0709 mouseringdouble
 710 participant04 block18 trial071 selection0710 mouseringdouble
 711 participant04 block18 trial072 selection0711 mouseringsingle
 712 participant04 block18 trial072 selection0712 mouseringsingle
 713 participant04 block18 trial072 selection0713 mouseringsingle
 714 participant04 block18 trial072 selection0714 mouseringsingle
 715 participant04 block18 trial072 selection0715 mouseringsingle
 716 participant04 block18 trial072 selection0716 mouseringsingle
 717 participant04 block18 trial072 selection0717 mouseringsingle
 718 participant04 block18 trial072 selection0718 mouseringsingle
 719 participant04 block18 trial072 selection0719 mouseringsingle
 720 participant04 block18 trial072 selection0720 mouseringsingle
 721 participant04 block19 trial073 selection0721        airmouse
 722 participant04 block19 trial073 selection0722        airmouse
 723 participant04 block19 trial073 selection0723        airmouse
 724 participant04 block19 trial073 selection0724        airmouse
 725 participant04 block19 trial073 selection0725        airmouse
 726 participant04 block19 trial073 selection0726        airmouse
 727 participant04 block19 trial073 selection0727        airmouse
 728 participant04 block19 trial073 selection0728        airmouse
 729 participant04 block19 trial073 selection0729        airmouse
 730 participant04 block19 trial073 selection0730        airmouse
 731 participant04 block19 trial074 selection0731        touchpad
 732 participant04 block19 trial074 selection0732        touchpad
 733 participant04 block19 trial074 selection0733        touchpad
 734 participant04 block19 trial074 selection0734        touchpad
 735 participant04 block19 trial074 selection0735        touchpad
 736 participant04 block19 trial074 selection0736        touchpad
 737 participant04 block19 trial074 selection0737        touchpad
 738 participant04 block19 trial074 selection0738        touchpad
 739 participant04 block19 trial074 selection0739        touchpad
 740 participant04 block19 trial074 selection0740        touchpad
 741 participant04 block19 trial075 selection0741 mouseringsingle
 742 participant04 block19 trial075 selection0742 mouseringsingle
 743 participant04 block19 trial075 selection0743 mouseringsingle
 744 participant04 block19 trial075 selection0744 mouseringsingle
 745 participant04 block19 trial075 selection0745 mouseringsingle
 746 participant04 block19 trial075 selection0746 mouseringsingle
 747 participant04 block19 trial075 selection0747 mouseringsingle
 748 participant04 block19 trial075 selection0748 mouseringsingle
 749 participant04 block19 trial075 selection0749 mouseringsingle
 750 participant04 block19 trial075 selection0750 mouseringsingle
 751 participant04 block19 trial076 selection0751 mouseringdouble
 752 participant04 block19 trial076 selection0752 mouseringdouble
 753 participant04 block19 trial076 selection0753 mouseringdouble
 754 participant04 block19 trial076 selection0754 mouseringdouble
 755 participant04 block19 trial076 selection0755 mouseringdouble
 756 participant04 block19 trial076 selection0756 mouseringdouble
 757 participant04 block19 trial076 selection0757 mouseringdouble
 758 participant04 block19 trial076 selection0758 mouseringdouble
 759 participant04 block19 trial076 selection0759 mouseringdouble
 760 participant04 block19 trial076 selection0760 mouseringdouble
 761 participant04 block20 trial077 selection0761 mouseringsingle
 762 participant04 block20 trial077 selection0762 mouseringsingle
 763 participant04 block20 trial077 selection0763 mouseringsingle
 764 participant04 block20 trial077 selection0764 mouseringsingle
 765 participant04 block20 trial077 selection0765 mouseringsingle
 766 participant04 block20 trial077 selection0766 mouseringsingle
 767 participant04 block20 trial077 selection0767 mouseringsingle
 768 participant04 block20 trial077 selection0768 mouseringsingle
 769 participant04 block20 trial077 selection0769 mouseringsingle
 770 participant04 block20 trial077 selection0770 mouseringsingle
 771 participant04 block20 trial078 selection0771        airmouse
 772 participant04 block20 trial078 selection0772        airmouse
 773 participant04 block20 trial078 selection0773        airmouse
 774 participant04 block20 trial078 selection0774        airmouse
 775 participant04 block20 trial078 selection0775        airmouse
 776 participant04 block20 trial078 selection0776        airmouse
 777 participant04 block20 trial078 selection0777        airmouse
 778 participant04 block20 trial078 selection0778        airmouse
 779 participant04 block20 trial078 selection0779        airmouse
 780 participant04 block20 trial078 selection0780        airmouse
 781 participant04 block20 trial079 selection0781 mouseringdouble
 782 participant04 block20 trial079 selection0782 mouseringdouble
 783 participant04 block20 trial079 selection0783 mouseringdouble
 784 participant04 block20 trial079 selection0784 mouseringdouble
 785 participant04 block20 trial079 selection0785 mouseringdouble
 786 participant04 block20 trial079 selection0786 mouseringdouble
 787 participant04 block20 trial079 selection0787 mouseringdouble
 788 participant04 block20 trial079 selection0788 mouseringdouble
 789 participant04 block20 trial079 selection0789 mouseringdouble
 790 participant04 block20 trial079 selection0790 mouseringdouble
 791 participant04 block20 trial080 selection0791        touchpad
 792 participant04 block20 trial080 selection0792        touchpad
 793 participant04 block20 trial080 selection0793        touchpad
 794 participant04 block20 trial080 selection0794        touchpad
 795 participant04 block20 trial080 selection0795        touchpad
 796 participant04 block20 trial080 selection0796        touchpad
 797 participant04 block20 trial080 selection0797        touchpad
 798 participant04 block20 trial080 selection0798        touchpad
 799 participant04 block20 trial080 selection0799        touchpad
 800 participant04 block20 trial080 selection0800        touchpad
 801 participant05 block21 trial081 selection0801        touchpad
 802 participant05 block21 trial081 selection0802        touchpad
 803 participant05 block21 trial081 selection0803        touchpad
 804 participant05 block21 trial081 selection0804        touchpad
 805 participant05 block21 trial081 selection0805        touchpad
 806 participant05 block21 trial081 selection0806        touchpad
 807 participant05 block21 trial081 selection0807        touchpad
 808 participant05 block21 trial081 selection0808        touchpad
 809 participant05 block21 trial081 selection0809        touchpad
 810 participant05 block21 trial081 selection0810        touchpad
 811 participant05 block21 trial082 selection0811 mouseringdouble
 812 participant05 block21 trial082 selection0812 mouseringdouble
 813 participant05 block21 trial082 selection0813 mouseringdouble
 814 participant05 block21 trial082 selection0814 mouseringdouble
 815 participant05 block21 trial082 selection0815 mouseringdouble
 816 participant05 block21 trial082 selection0816 mouseringdouble
 817 participant05 block21 trial082 selection0817 mouseringdouble
 818 participant05 block21 trial082 selection0818 mouseringdouble
 819 participant05 block21 trial082 selection0819 mouseringdouble
 820 participant05 block21 trial082 selection0820 mouseringdouble
 821 participant05 block21 trial083 selection0821 mouseringsingle
 822 participant05 block21 trial083 selection0822 mouseringsingle
 823 participant05 block21 trial083 selection0823 mouseringsingle
 824 participant05 block21 trial083 selection0824 mouseringsingle
 825 participant05 block21 trial083 selection0825 mouseringsingle
 826 participant05 block21 trial083 selection0826 mouseringsingle
 827 participant05 block21 trial083 selection0827 mouseringsingle
 828 participant05 block21 trial083 selection0828 mouseringsingle
 829 participant05 block21 trial083 selection0829 mouseringsingle
 830 participant05 block21 trial083 selection0830 mouseringsingle
 831 participant05 block21 trial084 selection0831        airmouse
 832 participant05 block21 trial084 selection0832        airmouse
 833 participant05 block21 trial084 selection0833        airmouse
 834 participant05 block21 trial084 selection0834        airmouse
 835 participant05 block21 trial084 selection0835        airmouse
 836 participant05 block21 trial084 selection0836        airmouse
 837 participant05 block21 trial084 selection0837        airmouse
 838 participant05 block21 trial084 selection0838        airmouse
 839 participant05 block21 trial084 selection0839        airmouse
 840 participant05 block21 trial084 selection0840        airmouse
 841 participant05 block22 trial085 selection0841        airmouse
 842 participant05 block22 trial085 selection0842        airmouse
 843 participant05 block22 trial085 selection0843        airmouse
 844 participant05 block22 trial085 selection0844        airmouse
 845 participant05 block22 trial085 selection0845        airmouse
 846 participant05 block22 trial085 selection0846        airmouse
 847 participant05 block22 trial085 selection0847        airmouse
 848 participant05 block22 trial085 selection0848        airmouse
 849 participant05 block22 trial085 selection0849        airmouse
 850 participant05 block22 trial085 selection0850        airmouse
 851 participant05 block22 trial086 selection0851 mouseringdouble
 852 participant05 block22 trial086 selection0852 mouseringdouble
 853 participant05 block22 trial086 selection0853 mouseringdouble
 854 participant05 block22 trial086 selection0854 mouseringdouble
 855 participant05 block22 trial086 selection0855 mouseringdouble
 856 participant05 block22 trial086 selection0856 mouseringdouble
 857 participant05 block22 trial086 selection0857 mouseringdouble
 858 participant05 block22 trial086 selection0858 mouseringdouble
 859 participant05 block22 trial086 selection0859 mouseringdouble
 860 participant05 block22 trial086 selection0860 mouseringdouble
 861 participant05 block22 trial087 selection0861        touchpad
 862 participant05 block22 trial087 selection0862        touchpad
 863 participant05 block22 trial087 selection0863        touchpad
 864 participant05 block22 trial087 selection0864        touchpad
 865 participant05 block22 trial087 selection0865        touchpad
 866 participant05 block22 trial087 selection0866        touchpad
 867 participant05 block22 trial087 selection0867        touchpad
 868 participant05 block22 trial087 selection0868        touchpad
 869 participant05 block22 trial087 selection0869        touchpad
 870 participant05 block22 trial087 selection0870        touchpad
 871 participant05 block22 trial088 selection0871 mouseringsingle
 872 participant05 block22 trial088 selection0872 mouseringsingle
 873 participant05 block22 trial088 selection0873 mouseringsingle
 874 participant05 block22 trial088 selection0874 mouseringsingle
 875 participant05 block22 trial088 selection0875 mouseringsingle
 876 participant05 block22 trial088 selection0876 mouseringsingle
 877 participant05 block22 trial088 selection0877 mouseringsingle
 878 participant05 block22 trial088 selection0878 mouseringsingle
 879 participant05 block22 trial088 selection0879 mouseringsingle
 880 participant05 block22 trial088 selection0880 mouseringsingle
 881 participant05 block23 trial089 selection0881 mouseringdouble
 882 participant05 block23 trial089 selection0882 mouseringdouble
 883 participant05 block23 trial089 selection0883 mouseringdouble
 884 participant05 block23 trial089 selection0884 mouseringdouble
 885 participant05 block23 trial089 selection0885 mouseringdouble
 886 participant05 block23 trial089 selection0886 mouseringdouble
 887 participant05 block23 trial089 selection0887 mouseringdouble
 888 participant05 block23 trial089 selection0888 mouseringdouble
 889 participant05 block23 trial089 selection0889 mouseringdouble
 890 participant05 block23 trial089 selection0890 mouseringdouble
 891 participant05 block23 trial090 selection0891 mouseringsingle
 892 participant05 block23 trial090 selection0892 mouseringsingle
 893 participant05 block23 trial090 selection0893 mouseringsingle
 894 participant05 block23 trial090 selection0894 mouseringsingle
 895 participant05 block23 trial090 selection0895 mouseringsingle
 896 participant05 block23 trial090 selection0896 mouseringsingle
 897 participant05 block23 trial090 selection0897 mouseringsingle
 898 participant05 block23 trial090 selection0898 mouseringsingle
 899 participant05 block23 trial090 selection0899 mouseringsingle
 900 participant05 block23 trial090 selection0900 mouseringsingle
 901 participant05 block23 trial091 selection0901        airmouse
 902 participant05 block23 trial091 selection0902        airmouse
 903 participant05 block23 trial091 selection0903        airmouse
 904 participant05 block23 trial091 selection0904        airmouse
 905 participant05 block23 trial091 selection0905        airmouse
 906 participant05 block23 trial091 selection0906        airmouse
 907 participant05 block23 trial091 selection0907        airmouse
 908 participant05 block23 trial091 selection0908        airmouse
 909 participant05 block23 trial091 selection0909        airmouse
 910 participant05 block23 trial091 selection0910        airmouse
 911 participant05 block23 trial092 selection0911        touchpad
 912 participant05 block23 trial092 selection0912        touchpad
 913 participant05 block23 trial092 selection0913        touchpad
 914 participant05 block23 trial092 selection0914        touchpad
 915 participant05 block23 trial092 selection0915        touchpad
 916 participant05 block23 trial092 selection0916        touchpad
 917 participant05 block23 trial092 selection0917        touchpad
 918 participant05 block23 trial092 selection0918        touchpad
 919 participant05 block23 trial092 selection0919        touchpad
 920 participant05 block23 trial092 selection0920        touchpad
 921 participant05 block24 trial093 selection0921        airmouse
 922 participant05 block24 trial093 selection0922        airmouse
 923 participant05 block24 trial093 selection0923        airmouse
 924 participant05 block24 trial093 selection0924        airmouse
 925 participant05 block24 trial093 selection0925        airmouse
 926 participant05 block24 trial093 selection0926        airmouse
 927 participant05 block24 trial093 selection0927        airmouse
 928 participant05 block24 trial093 selection0928        airmouse
 929 participant05 block24 trial093 selection0929        airmouse
 930 participant05 block24 trial093 selection0930        airmouse
 931 participant05 block24 trial094 selection0931 mouseringsingle
 932 participant05 block24 trial094 selection0932 mouseringsingle
 933 participant05 block24 trial094 selection0933 mouseringsingle
 934 participant05 block24 trial094 selection0934 mouseringsingle
 935 participant05 block24 trial094 selection0935 mouseringsingle
 936 participant05 block24 trial094 selection0936 mouseringsingle
 937 participant05 block24 trial094 selection0937 mouseringsingle
 938 participant05 block24 trial094 selection0938 mouseringsingle
 939 participant05 block24 trial094 selection0939 mouseringsingle
 940 participant05 block24 trial094 selection0940 mouseringsingle
 941 participant05 block24 trial095 selection0941 mouseringdouble
 942 participant05 block24 trial095 selection0942 mouseringdouble
 943 participant05 block24 trial095 selection0943 mouseringdouble
 944 participant05 block24 trial095 selection0944 mouseringdouble
 945 participant05 block24 trial095 selection0945 mouseringdouble
 946 participant05 block24 trial095 selection0946 mouseringdouble
 947 participant05 block24 trial095 selection0947 mouseringdouble
 948 participant05 block24 trial095 selection0948 mouseringdouble
 949 participant05 block24 trial095 selection0949 mouseringdouble
 950 participant05 block24 trial095 selection0950 mouseringdouble
 951 participant05 block24 trial096 selection0951        touchpad
 952 participant05 block24 trial096 selection0952        touchpad
 953 participant05 block24 trial096 selection0953        touchpad
 954 participant05 block24 trial096 selection0954        touchpad
 955 participant05 block24 trial096 selection0955        touchpad
 956 participant05 block24 trial096 selection0956        touchpad
 957 participant05 block24 trial096 selection0957        touchpad
 958 participant05 block24 trial096 selection0958        touchpad
 959 participant05 block24 trial096 selection0959        touchpad
 960 participant05 block24 trial096 selection0960        touchpad
 961 participant05 block25 trial097 selection0961 mouseringsingle
 962 participant05 block25 trial097 selection0962 mouseringsingle
 963 participant05 block25 trial097 selection0963 mouseringsingle
 964 participant05 block25 trial097 selection0964 mouseringsingle
 965 participant05 block25 trial097 selection0965 mouseringsingle
 966 participant05 block25 trial097 selection0966 mouseringsingle
 967 participant05 block25 trial097 selection0967 mouseringsingle
 968 participant05 block25 trial097 selection0968 mouseringsingle
 969 participant05 block25 trial097 selection0969 mouseringsingle
 970 participant05 block25 trial097 selection0970 mouseringsingle
 971 participant05 block25 trial098 selection0971 mouseringdouble
 972 participant05 block25 trial098 selection0972 mouseringdouble
 973 participant05 block25 trial098 selection0973 mouseringdouble
 974 participant05 block25 trial098 selection0974 mouseringdouble
 975 participant05 block25 trial098 selection0975 mouseringdouble
 976 participant05 block25 trial098 selection0976 mouseringdouble
 977 participant05 block25 trial098 selection0977 mouseringdouble
 978 participant05 block25 trial098 selection0978 mouseringdouble
 979 participant05 block25 trial098 selection0979 mouseringdouble
 980 participant05 block25 trial098 selection0980 mouseringdouble
 981 participant05 block25 trial099 selection0981        touchpad
 982 participant05 block25 trial099 selection0982        touchpad
 983 participant05 block25 trial099 selection0983        touchpad
 984 participant05 block25 trial099 selection0984        touchpad
 985 participant05 block25 trial099 selection0985        touchpad
 986 participant05 block25 trial099 selection0986        touchpad
 987 participant05 block25 trial099 selection0987        touchpad
 988 participant05 block25 trial099 selection0988        touchpad
 989 participant05 block25 trial099 selection0989        touchpad
 990 participant05 block25 trial099 selection0990        touchpad
 991 participant05 block25 trial100 selection0991        airmouse
 992 participant05 block25 trial100 selection0992        airmouse
 993 participant05 block25 trial100 selection0993        airmouse
 994 participant05 block25 trial100 selection0994        airmouse
 995 participant05 block25 trial100 selection0995        airmouse
 996 participant05 block25 trial100 selection0996        airmouse
 997 participant05 block25 trial100 selection0997        airmouse
 998 participant05 block25 trial100 selection0998        airmouse
 999 participant05 block25 trial100 selection0999        airmouse
1000 participant05 block25 trial100 selection1000        airmouse
1001 participant06 block26 trial101 selection1001 mouseringdouble
1002 participant06 block26 trial101 selection1002 mouseringdouble
1003 participant06 block26 trial101 selection1003 mouseringdouble
1004 participant06 block26 trial101 selection1004 mouseringdouble
1005 participant06 block26 trial101 selection1005 mouseringdouble
1006 participant06 block26 trial101 selection1006 mouseringdouble
1007 participant06 block26 trial101 selection1007 mouseringdouble
1008 participant06 block26 trial101 selection1008 mouseringdouble
1009 participant06 block26 trial101 selection1009 mouseringdouble
1010 participant06 block26 trial101 selection1010 mouseringdouble
1011 participant06 block26 trial102 selection1011 mouseringsingle
1012 participant06 block26 trial102 selection1012 mouseringsingle
1013 participant06 block26 trial102 selection1013 mouseringsingle
1014 participant06 block26 trial102 selection1014 mouseringsingle
1015 participant06 block26 trial102 selection1015 mouseringsingle
1016 participant06 block26 trial102 selection1016 mouseringsingle
1017 participant06 block26 trial102 selection1017 mouseringsingle
1018 participant06 block26 trial102 selection1018 mouseringsingle
1019 participant06 block26 trial102 selection1019 mouseringsingle
1020 participant06 block26 trial102 selection1020 mouseringsingle
1021 participant06 block26 trial103 selection1021        airmouse
1022 participant06 block26 trial103 selection1022        airmouse
1023 participant06 block26 trial103 selection1023        airmouse
1024 participant06 block26 trial103 selection1024        airmouse
1025 participant06 block26 trial103 selection1025        airmouse
1026 participant06 block26 trial103 selection1026        airmouse
1027 participant06 block26 trial103 selection1027        airmouse
1028 participant06 block26 trial103 selection1028        airmouse
1029 participant06 block26 trial103 selection1029        airmouse
1030 participant06 block26 trial103 selection1030        airmouse
1031 participant06 block26 trial104 selection1031        touchpad
1032 participant06 block26 trial104 selection1032        touchpad
1033 participant06 block26 trial104 selection1033        touchpad
1034 participant06 block26 trial104 selection1034        touchpad
1035 participant06 block26 trial104 selection1035        touchpad
1036 participant06 block26 trial104 selection1036        touchpad
1037 participant06 block26 trial104 selection1037        touchpad
1038 participant06 block26 trial104 selection1038        touchpad
1039 participant06 block26 trial104 selection1039        touchpad
1040 participant06 block26 trial104 selection1040        touchpad
1041 participant06 block27 trial105 selection1041 mouseringdouble
1042 participant06 block27 trial105 selection1042 mouseringdouble
1043 participant06 block27 trial105 selection1043 mouseringdouble
1044 participant06 block27 trial105 selection1044 mouseringdouble
1045 participant06 block27 trial105 selection1045 mouseringdouble
1046 participant06 block27 trial105 selection1046 mouseringdouble
1047 participant06 block27 trial105 selection1047 mouseringdouble
1048 participant06 block27 trial105 selection1048 mouseringdouble
1049 participant06 block27 trial105 selection1049 mouseringdouble
1050 participant06 block27 trial105 selection1050 mouseringdouble
1051 participant06 block27 trial106 selection1051 mouseringsingle
1052 participant06 block27 trial106 selection1052 mouseringsingle
1053 participant06 block27 trial106 selection1053 mouseringsingle
1054 participant06 block27 trial106 selection1054 mouseringsingle
1055 participant06 block27 trial106 selection1055 mouseringsingle
1056 participant06 block27 trial106 selection1056 mouseringsingle
1057 participant06 block27 trial106 selection1057 mouseringsingle
1058 participant06 block27 trial106 selection1058 mouseringsingle
1059 participant06 block27 trial106 selection1059 mouseringsingle
1060 participant06 block27 trial106 selection1060 mouseringsingle
1061 participant06 block27 trial107 selection1061        touchpad
1062 participant06 block27 trial107 selection1062        touchpad
1063 participant06 block27 trial107 selection1063        touchpad
1064 participant06 block27 trial107 selection1064        touchpad
1065 participant06 block27 trial107 selection1065        touchpad
1066 participant06 block27 trial107 selection1066        touchpad
1067 participant06 block27 trial107 selection1067        touchpad
1068 participant06 block27 trial107 selection1068        touchpad
1069 participant06 block27 trial107 selection1069        touchpad
1070 participant06 block27 trial107 selection1070        touchpad
1071 participant06 block27 trial108 selection1071        airmouse
1072 participant06 block27 trial108 selection1072        airmouse
1073 participant06 block27 trial108 selection1073        airmouse
1074 participant06 block27 trial108 selection1074        airmouse
1075 participant06 block27 trial108 selection1075        airmouse
1076 participant06 block27 trial108 selection1076        airmouse
1077 participant06 block27 trial108 selection1077        airmouse
1078 participant06 block27 trial108 selection1078        airmouse
1079 participant06 block27 trial108 selection1079        airmouse
1080 participant06 block27 trial108 selection1080        airmouse
1081 participant06 block28 trial109 selection1081        touchpad
1082 participant06 block28 trial109 selection1082        touchpad
1083 participant06 block28 trial109 selection1083        touchpad
1084 participant06 block28 trial109 selection1084        touchpad
1085 participant06 block28 trial109 selection1085        touchpad
1086 participant06 block28 trial109 selection1086        touchpad
