# An edibble: 7,200 x 6
       participant    block     trial      rep            input    page
           <U(12)> <U(144)>  <U(~1k)> <U(~7k)>          <T(12)> <T(10)>
             <chr>    <chr>     <chr>    <chr>            <chr>   <chr>
1524 participant03 block031 trial0305  rep1524 mouseringdouble1  page10
1525 participant03 block031 trial0305  rep1525 mouseringdouble1  page10
1526 participant03 block031 trial0306  rep1526 mouseringdouble1  page07
1527 participant03 block031 trial0306  rep1527 mouseringdouble1  page07
1528 participant03 block031 trial0306  rep1528 mouseringdouble1  page07
1529 participant03 block031 trial0306  rep1529 mouseringdouble1  page07
1530 participant03 block031 trial0306  rep1530 mouseringdouble1  page07
1531 participant03 block031 trial0307  rep1531 mouseringdouble1  page06
1532 participant03 block031 trial0307  rep1532 mouseringdouble1  page06
1533 participant03 block031 trial0307  rep1533 mouseringdouble1  page06
1534 participant03 block031 trial0307  rep1534 mouseringdouble1  page06
1535 participant03 block031 trial0307  rep1535 mouseringdouble1  page06
1536 participant03 block031 trial0308  rep1536 mouseringdouble1  page09
1537 participant03 block031 trial0308  rep1537 mouseringdouble1  page09
1538 participant03 block031 trial0308  rep1538 mouseringdouble1  page09
1539 participant03 block031 trial0308  rep1539 mouseringdouble1  page09
1540 participant03 block031 trial0308  rep1540 mouseringdouble1  page09
1541 participant03 block031 trial0309  rep1541 mouseringdouble1  page01
1542 participant03 block031 trial0309  rep1542 mouseringdouble1  page01
1543 participant03 block031 trial0309  rep1543 mouseringdouble1  page01
1544 participant03 block031 trial0309  rep1544 mouseringdouble1  page01
1545 participant03 block031 trial0309  rep1545 mouseringdouble1  page01
1546 participant03 block031 trial0310  rep1546 mouseringdouble1  page02
1547 participant03 block031 trial0310  rep1547 mouseringdouble1  page02
1548 participant03 block031 trial0310  rep1548 mouseringdouble1  page02
1549 participant03 block031 trial0310  rep1549 mouseringdouble1  page02
1550 participant03 block031 trial0310  rep1550 mouseringdouble1  page02
1551 participant03 block032 trial0311  rep1551 mouseringsingle3  page07
1552 participant03 block032 trial0311  rep1552 mouseringsingle3  page07
1553 participant03 block032 trial0311  rep1553 mouseringsingle3  page07
1554 participant03 block032 trial0311  rep1554 mouseringsingle3  page07
1555 participant03 block032 trial0311  rep1555 mouseringsingle3  page07
1556 participant03 block032 trial0312  rep1556 mouseringsingle3  page05
1557 participant03 block032 trial0312  rep1557 mouseringsingle3  page05
1558 participant03 block032 trial0312  rep1558 mouseringsingle3  page05
1559 participant03 block032 trial0312  rep1559 mouseringsingle3  page05
1560 participant03 block032 trial0312  rep1560 mouseringsingle3  page05
1561 participant03 block032 trial0313  rep1561 mouseringsingle3  page02
1562 participant03 block032 trial0313  rep1562 mouseringsingle3  page02
1563 participant03 block032 trial0313  rep1563 mouseringsingle3  page02
1564 participant03 block032 trial0313  rep1564 mouseringsingle3  page02
1565 participant03 block032 trial0313  rep1565 mouseringsingle3  page02
1566 participant03 block032 trial0314  rep1566 mouseringsingle3  page09
1567 participant03 block032 trial0314  rep1567 mouseringsingle3  page09
1568 participant03 block032 trial0314  rep1568 mouseringsingle3  page09
1569 participant03 block032 trial0314  rep1569 mouseringsingle3  page09
1570 participant03 block032 trial0314  rep1570 mouseringsingle3  page09
1571 participant03 block032 trial0315  rep1571 mouseringsingle3  page03
1572 participant03 block032 trial0315  rep1572 mouseringsingle3  page03
1573 participant03 block032 trial0315  rep1573 mouseringsingle3  page03
1574 participant03 block032 trial0315  rep1574 mouseringsingle3  page03
1575 participant03 block032 trial0315  rep1575 mouseringsingle3  page03
1576 participant03 block032 trial0316  rep1576 mouseringsingle3  page04
1577 participant03 block032 trial0316  rep1577 mouseringsingle3  page04
1578 participant03 block032 trial0316  rep1578 mouseringsingle3  page04
1579 participant03 block032 trial0316  rep1579 mouseringsingle3  page04
1580 participant03 block032 trial0316  rep1580 mouseringsingle3  page04
1581 participant03 block032 trial0317  rep1581 mouseringsingle3  page01
1582 participant03 block032 trial0317  rep1582 mouseringsingle3  page01
1583 participant03 block032 trial0317  rep1583 mouseringsingle3  page01
1584 participant03 block032 trial0317  rep1584 mouseringsingle3  page01
1585 participant03 block032 trial0317  rep1585 mouseringsingle3  page01
1586 participant03 block032 trial0318  rep1586 mouseringsingle3  page06
1587 participant03 block032 trial0318  rep1587 mouseringsingle3  page06
1588 participant03 block032 trial0318  rep1588 mouseringsingle3  page06
1589 participant03 block032 trial0318  rep1589 mouseringsingle3  page06
1590 participant03 block032 trial0318  rep1590 mouseringsingle3  page06
1591 participant03 block032 trial0319  rep1591 mouseringsingle3  page10
1592 participant03 block032 trial0319  rep1592 mouseringsingle3  page10
1593 participant03 block032 trial0319  rep1593 mouseringsingle3  page10
1594 participant03 block032 trial0319  rep1594 mouseringsingle3  page10
1595 participant03 block032 trial0319  rep1595 mouseringsingle3  page10
1596 participant03 block032 trial0320  rep1596 mouseringsingle3  page08
1597 participant03 block032 trial0320  rep1597 mouseringsingle3  page08
1598 participant03 block032 trial0320  rep1598 mouseringsingle3  page08
1599 participant03 block032 trial0320  rep1599 mouseringsingle3  page08
1600 participant03 block032 trial0320  rep1600 mouseringsingle3  page08
1601 participant03 block033 trial0321  rep1601        airmouse1  page07
1602 participant03 block033 trial0321  rep1602        airmouse1  page07
1603 participant03 block033 trial0321  rep1603        airmouse1  page07
1604 participant03 block033 trial0321  rep1604        airmouse1  page07
1605 participant03 block033 trial0321  rep1605        airmouse1  page07
1606 participant03 block033 trial0322  rep1606        airmouse1  page06
1607 participant03 block033 trial0322  rep1607        airmouse1  page06
1608 participant03 block033 trial0322  rep1608        airmouse1  page06
1609 participant03 block033 trial0322  rep1609        airmouse1  page06
1610 participant03 block033 trial0322  rep1610        airmouse1  page06
1611 participant03 block033 trial0323  rep1611        airmouse1  page09
1612 participant03 block033 trial0323  rep1612        airmouse1  page09
1613 participant03 block033 trial0323  rep1613        airmouse1  page09
1614 participant03 block033 trial0323  rep1614        airmouse1  page09
1615 participant03 block033 trial0323  rep1615        airmouse1  page09
1616 participant03 block033 trial0324  rep1616        airmouse1  page10
1617 participant03 block033 trial0324  rep1617        airmouse1  page10
1618 participant03 block033 trial0324  rep1618        airmouse1  page10
1619 participant03 block033 trial0324  rep1619        airmouse1  page10
1620 participant03 block033 trial0324  rep1620        airmouse1  page10
1621 participant03 block033 trial0325  rep1621        airmouse1  page05
1622 participant03 block033 trial0325  rep1622        airmouse1  page05
1623 participant03 block033 trial0325  rep1623        airmouse1  page05
1624 participant03 block033 trial0325  rep1624        airmouse1  page05
1625 participant03 block033 trial0325  rep1625        airmouse1  page05
1626 participant03 block033 trial0326  rep1626        airmouse1  page03
1627 participant03 block033 trial0326  rep1627        airmouse1  page03
1628 participant03 block033 trial0326  rep1628        airmouse1  page03
1629 participant03 block033 trial0326  rep1629        airmouse1  page03
1630 participant03 block033 trial0326  rep1630        airmouse1  page03
1631 participant03 block033 trial0327  rep1631        airmouse1  page04
1632 participant03 block033 trial0327  rep1632        airmouse1  page04
1633 participant03 block033 trial0327  rep1633        airmouse1  page04
1634 participant03 block033 trial0327  rep1634        airmouse1  page04
1635 participant03 block033 trial0327  rep1635        airmouse1  page04
1636 participant03 block033 trial0328  rep1636        airmouse1  page02
1637 participant03 block033 trial0328  rep1637        airmouse1  page02
1638 participant03 block033 trial0328  rep1638        airmouse1  page02
1639 participant03 block033 trial0328  rep1639        airmouse1  page02
1640 participant03 block033 trial0328  rep1640        airmouse1  page02
1641 participant03 block033 trial0329  rep1641        airmouse1  page08
1642 participant03 block033 trial0329  rep1642        airmouse1  page08
1643 participant03 block033 trial0329  rep1643        airmouse1  page08
1644 participant03 block033 trial0329  rep1644        airmouse1  page08
1645 participant03 block033 trial0329  rep1645        airmouse1  page08
1646 participant03 block033 trial0330  rep1646        airmouse1  page01
1647 participant03 block033 trial0330  rep1647        airmouse1  page01
1648 participant03 block033 trial0330  rep1648        airmouse1  page01
1649 participant03 block033 trial0330  rep1649        airmouse1  page01
1650 participant03 block033 trial0330  rep1650        airmouse1  page01
1651 participant03 block034 trial0331  rep1651 mouseringsingle1  page02
1652 participant03 block034 trial0331  rep1652 mouseringsingle1  page02
1653 participant03 block034 trial0331  rep1653 mouseringsingle1  page02
1654 participant03 block034 trial0331  rep1654 mouseringsingle1  page02
1655 participant03 block034 trial0331  rep1655 mouseringsingle1  page02
1656 participant03 block034 trial0332  rep1656 mouseringsingle1  page09
1657 participant03 block034 trial0332  rep1657 mouseringsingle1  page09
1658 participant03 block034 trial0332  rep1658 mouseringsingle1  page09
1659 participant03 block034 trial0332  rep1659 mouseringsingle1  page09
1660 participant03 block034 trial0332  rep1660 mouseringsingle1  page09
1661 participant03 block034 trial0333  rep1661 mouseringsingle1  page08
1662 participant03 block034 trial0333  rep1662 mouseringsingle1  page08
1663 participant03 block034 trial0333  rep1663 mouseringsingle1  page08
1664 participant03 block034 trial0333  rep1664 mouseringsingle1  page08
1665 participant03 block034 trial0333  rep1665 mouseringsingle1  page08
1666 participant03 block034 trial0334  rep1666 mouseringsingle1  page04
1667 participant03 block034 trial0334  rep1667 mouseringsingle1  page04
1668 participant03 block034 trial0334  rep1668 mouseringsingle1  page04
1669 participant03 block034 trial0334  rep1669 mouseringsingle1  page04
1670 participant03 block034 trial0334  rep1670 mouseringsingle1  page04
1671 participant03 block034 trial0335  rep1671 mouseringsingle1  page10
1672 participant03 block034 trial0335  rep1672 mouseringsingle1  page10
1673 participant03 block034 trial0335  rep1673 mouseringsingle1  page10
1674 participant03 block034 trial0335  rep1674 mouseringsingle1  page10
1675 participant03 block034 trial0335  rep1675 mouseringsingle1  page10
1676 participant03 block034 trial0336  rep1676 mouseringsingle1  page07
1677 participant03 block034 trial0336  rep1677 mouseringsingle1  page07
1678 participant03 block034 trial0336  rep1678 mouseringsingle1  page07
1679 participant03 block034 trial0336  rep1679 mouseringsingle1  page07
1680 participant03 block034 trial0336  rep1680 mouseringsingle1  page07
1681 participant03 block034 trial0337  rep1681 mouseringsingle1  page06
1682 participant03 block034 trial0337  rep1682 mouseringsingle1  page06
1683 participant03 block034 trial0337  rep1683 mouseringsingle1  page06
1684 participant03 block034 trial0337  rep1684 mouseringsingle1  page06
1685 participant03 block034 trial0337  rep1685 mouseringsingle1  page06
1686 participant03 block034 trial0338  rep1686 mouseringsingle1  page05
1687 participant03 block034 trial0338  rep1687 mouseringsingle1  page05
1688 participant03 block034 trial0338  rep1688 mouseringsingle1  page05
1689 participant03 block034 trial0338  rep1689 mouseringsingle1  page05
1690 participant03 block034 trial0338  rep1690 mouseringsingle1  page05
1691 participant03 block034 trial0339  rep1691 mouseringsingle1  page01
1692 participant03 block034 trial0339  rep1692 mouseringsingle1  page01
1693 participant03 block034 trial0339  rep1693 mouseringsingle1  page01
1694 participant03 block034 trial0339  rep1694 mouseringsingle1  page01
1695 participant03 block034 trial0339  rep1695 mouseringsingle1  page01
1696 participant03 block034 trial0340  rep1696 mouseringsingle1  page03
1697 participant03 block034 trial0340  rep1697 mouseringsingle1  page03
1698 participant03 block034 trial0340  rep1698 mouseringsingle1  page03
1699 participant03 block034 trial0340  rep1699 mouseringsingle1  page03
1700 participant03 block034 trial0340  rep1700 mouseringsingle1  page03
1701 participant03 block035 trial0341  rep1701        airmouse2  page07
1702 participant03 block035 trial0341  rep1702        airmouse2  page07
1703 participant03 block035 trial0341  rep1703        airmouse2  page07
1704 participant03 block035 trial0341  rep1704        airmouse2  page07
1705 participant03 block035 trial0341  rep1705        airmouse2  page07
1706 participant03 block035 trial0342  rep1706        airmouse2  page08
1707 participant03 block035 trial0342  rep1707        airmouse2  page08
1708 participant03 block035 trial0342  rep1708        airmouse2  page08
1709 participant03 block035 trial0342  rep1709        airmouse2  page08
1710 participant03 block035 trial0342  rep1710        airmouse2  page08
1711 participant03 block035 trial0343  rep1711        airmouse2  page09
1712 participant03 block035 trial0343  rep1712        airmouse2  page09
1713 participant03 block035 trial0343  rep1713        airmouse2  page09
1714 participant03 block035 trial0343  rep1714        airmouse2  page09
1715 participant03 block035 trial0343  rep1715        airmouse2  page09
1716 participant03 block035 trial0344  rep1716        airmouse2  page02
1717 participant03 block035 trial0344  rep1717        airmouse2  page02
1718 participant03 block035 trial0344  rep1718        airmouse2  page02
1719 participant03 block035 trial0344  rep1719        airmouse2  page02
1720 participant03 block035 trial0344  rep1720        airmouse2  page02
1721 participant03 block035 trial0345  rep1721        airmouse2  page01
1722 participant03 block035 trial0345  rep1722        airmouse2  page01
1723 participant03 block035 trial0345  rep1723        airmouse2  page01
1724 participant03 block035 trial0345  rep1724        airmouse2  page01
1725 participant03 block035 trial0345  rep1725        airmouse2  page01
1726 participant03 block035 trial0346  rep1726        airmouse2  page04
1727 participant03 block035 trial0346  rep1727        airmouse2  page04
1728 participant03 block035 trial0346  rep1728        airmouse2  page04
1729 participant03 block035 trial0346  rep1729        airmouse2  page04
1730 participant03 block035 trial0346  rep1730        airmouse2  page04
1731 participant03 block035 trial0347  rep1731        airmouse2  page05
1732 participant03 block035 trial0347  rep1732        airmouse2  page05
1733 participant03 block035 trial0347  rep1733        airmouse2  page05
1734 participant03 block035 trial0347  rep1734        airmouse2  page05
1735 participant03 block035 trial0347  rep1735        airmouse2  page05
1736 participant03 block035 trial0348  rep1736        airmouse2  page03
1737 participant03 block035 trial0348  rep1737        airmouse2  page03
1738 participant03 block035 trial0348  rep1738        airmouse2  page03
1739 participant03 block035 trial0348  rep1739        airmouse2  page03
1740 participant03 block035 trial0348  rep1740        airmouse2  page03
1741 participant03 block035 trial0349  rep1741        airmouse2  page10
1742 participant03 block035 trial0349  rep1742        airmouse2  page10
1743 participant03 block035 trial0349  rep1743        airmouse2  page10
1744 participant03 block035 trial0349  rep1744        airmouse2  page10
1745 participant03 block035 trial0349  rep1745        airmouse2  page10
1746 participant03 block035 trial0350  rep1746        airmouse2  page06
1747 participant03 block035 trial0350  rep1747        airmouse2  page06
1748 participant03 block035 trial0350  rep1748        airmouse2  page06
1749 participant03 block035 trial0350  rep1749        airmouse2  page06
1750 participant03 block035 trial0350  rep1750        airmouse2  page06
1751 participant03 block036 trial0351  rep1751 mouseringdouble3  page08
1752 participant03 block036 trial0351  rep1752 mouseringdouble3  page08
1753 participant03 block036 trial0351  rep1753 mouseringdouble3  page08
1754 participant03 block036 trial0351  rep1754 mouseringdouble3  page08
1755 participant03 block036 trial0351  rep1755 mouseringdouble3  page08
1756 participant03 block036 trial0352  rep1756 mouseringdouble3  page03
1757 participant03 block036 trial0352  rep1757 mouseringdouble3  page03
1758 participant03 block036 trial0352  rep1758 mouseringdouble3  page03
1759 participant03 block036 trial0352  rep1759 mouseringdouble3  page03
1760 participant03 block036 trial0352  rep1760 mouseringdouble3  page03
1761 participant03 block036 trial0353  rep1761 mouseringdouble3  page01
1762 participant03 block036 trial0353  rep1762 mouseringdouble3  page01
1763 participant03 block036 trial0353  rep1763 mouseringdouble3  page01
1764 participant03 block036 trial0353  rep1764 mouseringdouble3  page01
1765 participant03 block036 trial0353  rep1765 mouseringdouble3  page01
1766 participant03 block036 trial0354  rep1766 mouseringdouble3  page04
1767 participant03 block036 trial0354  rep1767 mouseringdouble3  page04
1768 participant03 block036 trial0354  rep1768 mouseringdouble3  page04
1769 participant03 block036 trial0354  rep1769 mouseringdouble3  page04
1770 participant03 block036 trial0354  rep1770 mouseringdouble3  page04
1771 participant03 block036 trial0355  rep1771 mouseringdouble3  page09
1772 participant03 block036 trial0355  rep1772 mouseringdouble3  page09
1773 participant03 block036 trial0355  rep1773 mouseringdouble3  page09
1774 participant03 block036 trial0355  rep1774 mouseringdouble3  page09
1775 participant03 block036 trial0355  rep1775 mouseringdouble3  page09
1776 participant03 block036 trial0356  rep1776 mouseringdouble3  page10
1777 participant03 block036 trial0356  rep1777 mouseringdouble3  page10
1778 participant03 block036 trial0356  rep1778 mouseringdouble3  page10
1779 participant03 block036 trial0356  rep1779 mouseringdouble3  page10
1780 participant03 block036 trial0356  rep1780 mouseringdouble3  page10
1781 participant03 block036 trial0357  rep1781 mouseringdouble3  page07
1782 participant03 block036 trial0357  rep1782 mouseringdouble3  page07
1783 participant03 block036 trial0357  rep1783 mouseringdouble3  page07
1784 participant03 block036 trial0357  rep1784 mouseringdouble3  page07
1785 participant03 block036 trial0357  rep1785 mouseringdouble3  page07
1786 participant03 block036 trial0358  rep1786 mouseringdouble3  page02
1787 participant03 block036 trial0358  rep1787 mouseringdouble3  page02
1788 participant03 block036 trial0358  rep1788 mouseringdouble3  page02
1789 participant03 block036 trial0358  rep1789 mouseringdouble3  page02
1790 participant03 block036 trial0358  rep1790 mouseringdouble3  page02
1791 participant03 block036 trial0359  rep1791 mouseringdouble3  page06
1792 participant03 block036 trial0359  rep1792 mouseringdouble3  page06
1793 participant03 block036 trial0359  rep1793 mouseringdouble3  page06
1794 participant03 block036 trial0359  rep1794 mouseringdouble3  page06
1795 participant03 block036 trial0359  rep1795 mouseringdouble3  page06
1796 participant03 block036 trial0360  rep1796 mouseringdouble3  page05
1797 participant03 block036 trial0360  rep1797 mouseringdouble3  page05
1798 participant03 block036 trial0360  rep1798 mouseringdouble3  page05
1799 participant03 block036 trial0360  rep1799 mouseringdouble3  page05
1800 participant03 block036 trial0360  rep1800 mouseringdouble3  page05
1801 participant04 block037 trial0361  rep1801 mouseringsingle3  page04
1802 participant04 block037 trial0361  rep1802 mouseringsingle3  page04
1803 participant04 block037 trial0361  rep1803 mouseringsingle3  page04
1804 participant04 block037 trial0361  rep1804 mouseringsingle3  page04
1805 participant04 block037 trial0361  rep1805 mouseringsingle3  page04
1806 participant04 block037 trial0362  rep1806 mouseringsingle3  page01
1807 participant04 block037 trial0362  rep1807 mouseringsingle3  page01
1808 participant04 block037 trial0362  rep1808 mouseringsingle3  page01
1809 participant04 block037 trial0362  rep1809 mouseringsingle3  page01
1810 participant04 block037 trial0362  rep1810 mouseringsingle3  page01
1811 participant04 block037 trial0363  rep1811 mouseringsingle3  page08
1812 participant04 block037 trial0363  rep1812 mouseringsingle3  page08
1813 participant04 block037 trial0363  rep1813 mouseringsingle3  page08
1814 participant04 block037 trial0363  rep1814 mouseringsingle3  page08
1815 participant04 block037 trial0363  rep1815 mouseringsingle3  page08
1816 participant04 block037 trial0364  rep1816 mouseringsingle3  page03
1817 participant04 block037 trial0364  rep1817 mouseringsingle3  page03
1818 participant04 block037 trial0364  rep1818 mouseringsingle3  page03
1819 participant04 block037 trial0364  rep1819 mouseringsingle3  page03
1820 participant04 block037 trial0364  rep1820 mouseringsingle3  page03
1821 participant04 block037 trial0365  rep1821 mouseringsingle3  page07
1822 participant04 block037 trial0365  rep1822 mouseringsingle3  page07
1823 participant04 block037 trial0365  rep1823 mouseringsingle3  page07
1824 participant04 block037 trial0365  rep1824 mouseringsingle3  page07
1825 participant04 block037 trial0365  rep1825 mouseringsingle3  page07
1826 participant04 block037 trial0366  rep1826 mouseringsingle3  page06
1827 participant04 block037 trial0366  rep1827 mouseringsingle3  page06
1828 participant04 block037 trial0366  rep1828 mouseringsingle3  page06
1829 participant04 block037 trial0366  rep1829 mouseringsingle3  page06
1830 participant04 block037 trial0366  rep1830 mouseringsingle3  page06
1831 participant04 block037 trial0367  rep1831 mouseringsingle3  page09
1832 participant04 block037 trial0367  rep1832 mouseringsingle3  page09
1833 participant04 block037 trial0367  rep1833 mouseringsingle3  page09
1834 participant04 block037 trial0367  rep1834 mouseringsingle3  page09
1835 participant04 block037 trial0367  rep1835 mouseringsingle3  page09
1836 participant04 block037 trial0368  rep1836 mouseringsingle3  page05
1837 participant04 block037 trial0368  rep1837 mouseringsingle3  page05
1838 participant04 block037 trial0368  rep1838 mouseringsingle3  page05
1839 participant04 block037 trial0368  rep1839 mouseringsingle3  page05
1840 participant04 block037 trial0368  rep1840 mouseringsingle3  page05
1841 participant04 block037 trial0369  rep1841 mouseringsingle3  page10
1842 participant04 block037 trial0369  rep1842 mouseringsingle3  page10
1843 participant04 block037 trial0369  rep1843 mouseringsingle3  page10
1844 participant04 block037 trial0369  rep1844 mouseringsingle3  page10
1845 participant04 block037 trial0369  rep1845 mouseringsingle3  page10
1846 participant04 block037 trial0370  rep1846 mouseringsingle3  page02
1847 participant04 block037 trial0370  rep1847 mouseringsingle3  page02
1848 participant04 block037 trial0370  rep1848 mouseringsingle3  page02
1849 participant04 block037 trial0370  rep1849 mouseringsingle3  page02
1850 participant04 block037 trial0370  rep1850 mouseringsingle3  page02
1851 participant04 block038 trial0371  rep1851        touchpad1  page06
1852 participant04 block038 trial0371  rep1852        touchpad1  page06
1853 participant04 block038 trial0371  rep1853        touchpad1  page06
1854 participant04 block038 trial0371  rep1854        touchpad1  page06
1855 participant04 block038 trial0371  rep1855        touchpad1  page06
1856 participant04 block038 trial0372  rep1856        touchpad1  page03
1857 participant04 block038 trial0372  rep1857        touchpad1  page03
1858 participant04 block038 trial0372  rep1858        touchpad1  page03
1859 participant04 block038 trial0372  rep1859        touchpad1  page03
1860 participant04 block038 trial0372  rep1860        touchpad1  page03
1861 participant04 block038 trial0373  rep1861        touchpad1  page08
1862 participant04 block038 trial0373  rep1862        touchpad1  page08
1863 participant04 block038 trial0373  rep1863        touchpad1  page08
1864 participant04 block038 trial0373  rep1864        touchpad1  page08
1865 participant04 block038 trial0373  rep1865        touchpad1  page08
1866 participant04 block038 trial0374  rep1866        touchpad1  page04
1867 participant04 block038 trial0374  rep1867        touchpad1  page04
1868 participant04 block038 trial0374  rep1868        touchpad1  page04
1869 participant04 block038 trial0374  rep1869        touchpad1  page04
1870 participant04 block038 trial0374  rep1870        touchpad1  page04
1871 participant04 block038 trial0375  rep1871        touchpad1  page10
1872 participant04 block038 trial0375  rep1872        touchpad1  page10
1873 participant04 block038 trial0375  rep1873        touchpad1  page10
1874 participant04 block038 trial0375  rep1874        touchpad1  page10
1875 participant04 block038 trial0375  rep1875        touchpad1  page10
1876 participant04 block038 trial0376  rep1876        touchpad1  page02
1877 participant04 block038 trial0376  rep1877        touchpad1  page02
1878 participant04 block038 trial0376  rep1878        touchpad1  page02
1879 participant04 block038 trial0376  rep1879        touchpad1  page02
1880 participant04 block038 trial0376  rep1880        touchpad1  page02
1881 participant04 block038 trial0377  rep1881        touchpad1  page09
1882 participant04 block038 trial0377  rep1882        touchpad1  page09
1883 participant04 block038 trial0377  rep1883        touchpad1  page09
1884 participant04 block038 trial0377  rep1884        touchpad1  page09
1885 participant04 block038 trial0377  rep1885        touchpad1  page09
1886 participant04 block038 trial0378  rep1886        touchpad1  page05
1887 participant04 block038 trial0378  rep1887        touchpad1  page05
1888 participant04 block038 trial0378  rep1888        touchpad1  page05
1889 participant04 block038 trial0378  rep1889        touchpad1  page05
1890 participant04 block038 trial0378  rep1890        touchpad1  page05
1891 participant04 block038 trial0379  rep1891        touchpad1  page01
1892 participant04 block038 trial0379  rep1892        touchpad1  page01
1893 participant04 block038 trial0379  rep1893        touchpad1  page01
1894 participant04 block038 trial0379  rep1894        touchpad1  page01
1895 participant04 block038 trial0379  rep1895        touchpad1  page01
1896 participant04 block038 trial0380  rep1896        touchpad1  page07
1897 participant04 block038 trial0380  rep1897        touchpad1  page07
1898 participant04 block038 trial0380  rep1898        touchpad1  page07
1899 participant04 block038 trial0380  rep1899        touchpad1  page07
1900 participant04 block038 trial0380  rep1900        touchpad1  page07
1901 participant04 block039 trial0381  rep1901        airmouse1  page02
1902 participant04 block039 trial0381  rep1902        airmouse1  page02
1903 participant04 block039 trial0381  rep1903        airmouse1  page02
1904 participant04 block039 trial0381  rep1904        airmouse1  page02
1905 participant04 block039 trial0381  rep1905        airmouse1  page02
1906 participant04 block039 trial0382  rep1906        airmouse1  page03
1907 participant04 block039 trial0382  rep1907        airmouse1  page03
1908 participant04 block039 trial0382  rep1908        airmouse1  page03
1909 participant04 block039 trial0382  rep1909        airmouse1  page03
1910 participant04 block039 trial0382  rep1910        airmouse1  page03
1911 participant04 block039 trial0383  rep1911        airmouse1  page08
1912 participant04 block039 trial0383  rep1912        airmouse1  page08
1913 participant04 block039 trial0383  rep1913        airmouse1  page08
1914 participant04 block039 trial0383  rep1914        airmouse1  page08
1915 participant04 block039 trial0383  rep1915        airmouse1  page08
1916 participant04 block039 trial0384  rep1916        airmouse1  page04
1917 participant04 block039 trial0384  rep1917        airmouse1  page04
1918 participant04 block039 trial0384  rep1918        airmouse1  page04
1919 participant04 block039 trial0384  rep1919        airmouse1  page04
1920 participant04 block039 trial0384  rep1920        airmouse1  page04
1921 participant04 block039 trial0385  rep1921        airmouse1  page07
1922 participant04 block039 trial0385  rep1922        airmouse1  page07
1923 participant04 block039 trial0385  rep1923        airmouse1  page07
1924 participant04 block039 trial0385  rep1924        airmouse1  page07
1925 participant04 block039 trial0385  rep1925        airmouse1  page07
1926 participant04 block039 trial0386  rep1926        airmouse1  page09
1927 participant04 block039 trial0386  rep1927        airmouse1  page09
1928 participant04 block039 trial0386  rep1928        airmouse1  page09
1929 participant04 block039 trial0386  rep1929        airmouse1  page09
1930 participant04 block039 trial0386  rep1930        airmouse1  page09
1931 participant04 block039 trial0387  rep1931        airmouse1  page10
1932 participant04 block039 trial0387  rep1932        airmouse1  page10
1933 participant04 block039 trial0387  rep1933        airmouse1  page10
1934 participant04 block039 trial0387  rep1934        airmouse1  page10
1935 participant04 block039 trial0387  rep1935        airmouse1  page10
1936 participant04 block039 trial0388  rep1936        airmouse1  page06
1937 participant04 block039 trial0388  rep1937        airmouse1  page06
1938 participant04 block039 trial0388  rep1938        airmouse1  page06
1939 participant04 block039 trial0388  rep1939        airmouse1  page06
1940 participant04 block039 trial0388  rep1940        airmouse1  page06
1941 participant04 block039 trial0389  rep1941        airmouse1  page01
1942 participant04 block039 trial0389  rep1942        airmouse1  page01
1943 participant04 block039 trial0389  rep1943        airmouse1  page01
1944 participant04 block039 trial0389  rep1944        airmouse1  page01
1945 participant04 block039 trial0389  rep1945        airmouse1  page01
1946 participant04 block039 trial0390  rep1946        airmouse1  page05
1947 participant04 block039 trial0390  rep1947        airmouse1  page05
1948 participant04 block039 trial0390  rep1948        airmouse1  page05
1949 participant04 block039 trial0390  rep1949        airmouse1  page05
1950 participant04 block039 trial0390  rep1950        airmouse1  page05
1951 participant04 block040 trial0391  rep1951 mouseringdouble2  page03
1952 participant04 block040 trial0391  rep1952 mouseringdouble2  page03
1953 participant04 block040 trial0391  rep1953 mouseringdouble2  page03
1954 participant04 block040 trial0391  rep1954 mouseringdouble2  page03
1955 participant04 block040 trial0391  rep1955 mouseringdouble2  page03
1956 participant04 block040 trial0392  rep1956 mouseringdouble2  page06
1957 participant04 block040 trial0392  rep1957 mouseringdouble2  page06
1958 participant04 block040 trial0392  rep1958 mouseringdouble2  page06
1959 participant04 block040 trial0392  rep1959 mouseringdouble2  page06
1960 participant04 block040 trial0392  rep1960 mouseringdouble2  page06
1961 participant04 block040 trial0393  rep1961 mouseringdouble2  page07
1962 participant04 block040 trial0393  rep1962 mouseringdouble2  page07
1963 participant04 block040 trial0393  rep1963 mouseringdouble2  page07
1964 participant04 block040 trial0393  rep1964 mouseringdouble2  page07
1965 participant04 block040 trial0393  rep1965 mouseringdouble2  page07
1966 participant04 block040 trial0394  rep1966 mouseringdouble2  page10
1967 participant04 block040 trial0394  rep1967 mouseringdouble2  page10
1968 participant04 block040 trial0394  rep1968 mouseringdouble2  page10
1969 participant04 block040 trial0394  rep1969 mouseringdouble2  page10
1970 participant04 block040 trial0394  rep1970 mouseringdouble2  page10
1971 participant04 block040 trial0395  rep1971 mouseringdouble2  page02
1972 participant04 block040 trial0395  rep1972 mouseringdouble2  page02
1973 participant04 block040 trial0395  rep1973 mouseringdouble2  page02
1974 participant04 block040 trial0395  rep1974 mouseringdouble2  page02
1975 participant04 block040 trial0395  rep1975 mouseringdouble2  page02
